state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
IL,JERSEY,2679,7748,410,94,7,10938,,
IL,JODAVIESS,4462,6121,500,116,26,11225,,
IL,JOHNSON,1142,4649,182,57,13,6043,,
IL,KANE,103665,82734,9292,2896,727,199314,,
IL,KANKAKEE,18971,25129,1992,587,104,46783,,
IL,KENDALL,24884,24961,2675,742,185,53447,,
IL,KNOX,10083,10737,1109,278,36,22243,,
IL,LAKE,171095,109767,13312,3821,1045,299040,,
IL,LASALLE,19543,26689,2298,649,72,49251,,
IL,LAWRENCE,1290,4521,194,41,12,6058,,
IL,LEE,5528,8612,896,226,42,15304,,
IL,LIVINGSTON,4023,10208,777,125,73,15206,,
IL,LOGAN,3313,8181,537,130,96,12257,,
IL,MACON,18343,26866,1851,459,89,47608,,
IL,MACOUPIN,6689,14322,934,247,31,22223,,
IL,MADISON,50587,70490,5472,1838,372,128759,,
IL,MARION,4369,11859,548,164,24,16964,,
IL,MARSHALL,1789,3785,266,78,21,5939,,
IL,MASON,2014,4058,321,54,7,6454,,
IL,MASSAC,1558,4846,194,42,14,6654,,
IL,MCDONOUGH,5288,6795,635,210,52,12980,,
IL,MCHENRY,60803,71612,7180,2155,540,142290,,
IL,MCLEAN,36196,37237,4855,1208,339,79835,,
IL,MENARD,1817,4231,311,74,31,6464,,
IL,MERCER,3071,4807,475,82,12,8447,,
IL,MONROE,5535,12629,742,200,0,19106,,
IL,MONTGOMERY,3504,8630,599,128,17,12878,,
IL,MORGAN,4696,9076,670,189,14,14645,,
IL,MOULTRIE,1481,4455,238,44,13,6231,,
IL,OGLE,8050,14352,1159,275,33,23869,,
IL,PEORIA,38060,35633,3725,1085,599,79102,,
IL,PERRY,2462,6855,347,113,21,9798,,
IL,PIATT,2645,5634,558,83,52,8972,,
IL,PIKE,1413,5754,257,40,16,7480,,
IL,POPE,375,1678,62,18,3,2136,,
IL,PULASKI,962,1675,55,20,0,2712,,
IL,PUTNAM,1147,1767,136,35,1,3086,,
IL,RANDOLPH,3439,10023,490,135,12,14099,,
IL,RICHLAND,1584,5739,235,81,10,7649,,
IL,ROCK ISLAND,32298,26998,3015,733,127,63171,,
IL,SALINE,2572,8276,358,77,13,11296,,
IL,SANGAMON,40907,49944,4512,1443,428,97234,,
IL,SCHUYLER,1075,2524,154,41,6,3800,,
IL,SCOTT,535,1966,68,22,6,2597,,
IL,SHELBY,2288,8229,372,55,39,10983,,
IL,ST. CLAIR,60756,53857,4181,1473,313,120580,,
IL,STARK,751,1778,149,33,6,2717,,
IL,STEPHENSON,7768,11083,936,250,49,20086,,
IL,TAZEWELL,20685,38707,3358,830,351,63931,,
IL,UNION,2402,5790,219,126,14,8551,,
IL,VERMILION,10039,19087,1097,296,51,30570,,
IL,WABASH,1151,4047,175,42,13,5428,,
IL,WARREN,2987,4275,359,92,17,7730,,
IL,WASHINGTON,1448,5571,289,75,11,7394,,
IL,WAYNE,1048,6967,191,55,4,8265,,
IL,WHITE,1412,5640,205,34,5,7296,,
IL,WHITESIDE,11035,12615,1285,326,19,25280,,
IL,WILL,151927,132720,11822,3885,550,300904,,
IL,WILLIAMSON,8581,21570,997,396,79,31623,,
IL,WINNEBAGO,55713,55624,5064,1703,272,118376,,
IL,WOODFORD,5092,13207,942,214,177,19632,,
IN,Adams,2805,9648,595,23,19,13090,,
IN,Allen,55382,83930,6802,702,321,147137,,
IN,Bartholomew,9841,20640,1911,60,38,32490,,
IN,Benton,860,2579,215,9,3,3666,,
IN,Blackford,1243,3350,230,15,1,4839,,
IN,Boone,10181,19654,2226,75,42,32178,,
IN,Brown,2518,5016,375,31,5,7945,,
IN,Carroll,1892,6273,445,24,9,8643,,
IN,Cass,3759,9701,680,49,20,14209,,
IN,Clark,18808,30035,2304,0,0,51147,,
IN,Clay,2306,8531,426,11,8,11282,,
IN,Clinton,2819,8531,547,31,8,11936,,
IN,Crawford,1323,3015,255,0,0,4593,,
IN,Daviess,1800,8545,391,25,7,10768,,
IN,Dearborn,4883,18113,917,46,28,23987,,
IN,Decatur,2121,8490,487,17,12,11127,,
IN,DeKalb,3942,12054,821,61,24,16902,,
IN,Delaware,18153,24263,2388,252,67,45123,,
IN,Dubois,5389,13365,1163,45,22,19984,,
IN,Elkhart,20740,41867,2716,204,103,65630,,
IN,Fayette,2252,6839,439,0,0,9530,,
IN,Floyd,13945,21432,1861,157,30,37425,,
IN,Fountain,1476,5662,337,10,7,7492,,
IN,Franklin,1969,8669,358,15,2,11013,,
IN,Fulton,1960,6010,404,0,0,8374,,
IN,Gibson,3721,11081,673,9,0,15484,,
IN,Grant,7010,17008,1198,59,37,25312,,
IN,Greene,2929,10277,559,35,1,13801,,
IN,Hamilton,57263,87404,9122,299,168,154256,,
IN,Hancock,8904,25074,2077,89,37,36181,,
IN,Harrison,4783,12943,759,48,25,18558,,
IN,Hendricks,22600,48337,4338,205,79,75559,,
IN,Henry,5124,13895,1056,57,23,20155,,
IN,Howard,11215,23675,1864,60,29,36843,,
IN,Huntington,3506,11649,819,31,38,16043,,
IN,Jackson,3843,12859,832,30,9,17573,,
IN,Jasper,3329,9382,620,33,14,13378,,
IN,Jay,1889,5697,376,21,3,7986,,
IN,Jefferson,4326,8546,598,33,41,13544,,
IN,Jennings,2364,8224,529,16,17,11150,,
IN,Johnson,17318,45456,3455,211,60,66500,,
IN,Knox,3772,11077,634,26,7,15516,,
IN,Kosciusko,6313,23935,1687,60,89,32084,,
IN,La Porte,19798,22687,2521,163,34,45203,,
IN,LaGrange,2080,7025,447,7,7,9566,,
IN,Lake,116935,75625,7789,772,84,201205,,
IN,Lawrence,4210,14035,832,66,9,19152,,
IN,Madison,18595,32376,2689,207,42,53909,,
IN,Marion,212899,130360,18190,726,197,362372,,
IN,Marshall,4798,12288,924,44,28,18082,,
IN,Martin,881,3697,231,0,0,4809,,
IN,Miami,2766,9975,699,30,12,13482,,
IN,Monroe,34216,20592,2917,627,102,58454,,
IN,Montgomery,3362,11059,688,38,9,15156,,
IN,Morgan,6040,23674,1472,64,30,31280,,
IN,Newton,1404,4077,314,0,0,5795,,
IN,Noble,3904,12198,788,0,0,16890,,
IN,Ohio,686,2118,113,4,0,2921,,
IN,Orange,2048,5803,341,0,0,8192,,
IN,Owen,1946,6153,423,29,6,8557,,
IN,Parke,1441,4863,272,5,1,6582,,
IN,Perry,3062,4556,407,24,6,8055,,
IN,Pike,1297,4398,282,0,0,5977,,
IN,Porter,33676,38832,4253,367,62,77190,,
IN,Posey,3521,8404,542,0,0,12467,,
IN,Pulaski,1327,3854,256,13,9,5459,,
IN,Putnam,3356,10637,687,20,15,14715,,
IN,Randolph,2446,7517,495,0,0,10458,,
IN,Ripley,2471,9806,513,9,11,12810,,
IN,Rush,1525,5292,397,0,0,7214,,
IN,Scott,2642,6074,344,26,15,9101,,
IN,Shelby,4247,12718,970,43,16,17994,,
IN,Spencer,2861,6572,526,15,5,9979,,
IN,St. Joseph,52252,52021,5186,405,196,110060,,
IN,Starke,2489,6367,370,0,0,9226,,
IN,Steuben,3744,10133,662,18,9,14566,,
IN,Sullivan,2113,6138,308,0,0,8559,,
IN,Switzerland,930,2558,151,5,55,3699,,
IN,Tippecanoe,27282,30768,4002,339,124,62515,,
IN,Tipton,1587,5589,334,0,0,7510,,
IN,Union,715,2445,126,5,0,3291,,
IN,Vanderburgh,28530,40496,3263,191,27,72507,,
IN,Vermillion,2081,4513,321,17,7,6939,,
IN,Vigo,15931,21937,1723,190,37,39818,,
IN,Wabash,3018,9821,578,39,12,13468,,
IN,Warren,839,2898,184,5,4,3930,,
IN,Warrick,9086,19113,1390,0,0,29589,,
IN,Washington,2636,8209,491,32,14,11382,,
IN,Wayne,8322,16028,1225,2,2,25579,,
IN,Wells,2586,10005,539,28,27,13185,,
IN,White,2590,6893,530,24,16,10053,,
IN,Whitley,3379,11358,799,58,29,15623,,
KS,statewide,427005,671018,55406,23506,7467,1184402,,
KY,Adair,1323,6637,141,35,97,8233,,
KY,Allen,1349,6466,161,46,74,8096,,
KY,Anderson,2634,8242,319,54,173,11422,,
KY,Ballard,816,3161,77,20,27,4101,,
KY,Barren,4275,13483,455,93,182,18488,,
KY,Bath,1361,3082,75,24,45,4587,,
KY,Bell,1720,7764,144,42,48,9718,,
KY,Boone,15026,39082,2299,380,831,57618,,
KY,Bourbon,2791,5569,283,52,108,8803,,
KY,Boyd,6021,13591,496,167,179,20454,,
KY,Boyle,4281,8040,365,73,187,12946,,
KY,Bracken,705,2711,51,20,40,3527,,
KY,Breathitt,1537,3991,117,35,58,5738,,
KY,Breckinridge,1960,6484,194,47,89,8774,,
KY,Bullitt,8255,26210,964,253,387,36069,,
KY,Butler,947,4428,136,11,54,5576,,
KY,Caldwell,1260,4507,118,32,58,5975,,
KY,Calloway,4749,10367,492,150,291,16049,,
KY,Campbell,14658,25050,1789,422,591,42510,,
KY,Carlisle,432,2094,42,12,21,2601,,
KY,Carroll,1106,2588,100,24,37,3855,,
KY,Carter,2276,7587,237,58,120,10278,,
KY,Casey,767,5482,121,28,41,6439,,
KY,Christian,7188,14108,474,120,193,22083,,
KY,Clark,4706,10710,453,121,215,16205,,
KY,Clay,752,5861,83,26,45,6767,,
